"","Control Number","Course Number","Section","Day-Hour","Room","Course Title","Unit Credit","Instructor","Exam Group","Restrictions","Department"
"1071","11927","105","101 LAB","MW 1-5P","305 LATIMER","Instrumental Methods in Analytical Chemistry","","","","","CHEMISTRY"
"1072","11930","105","102 LAB","TuTh 1-5P","305 LATIMER","Instrumental Methods in Analytical Chemistry","","","","","CHEMISTRY"
"1073","11933","C110L","001 LEC","MW 1-2P","125 LI KA SHING","General Biochemistry and Molecular Biology","4","LE BLANC, I","NONE","BY CATEGORY","CHEMISTRY"
"1074","11936","C110L","101 LAB","MW 2-5P","100 LI KA SHING","General Biochemistry and Molecular Biology","","LE BLANC, I","","CURRENTLY FULL","CHEMISTRY"
"1075","11939","C110L","102 LAB","MW 2-5P","120 LI KA SHING","General Biochemistry and Molecular Biology","","LE BLANC, I","","","CHEMISTRY"
"1076","11942","C110L","103 LAB","MW 2-5P","130 LI KA SHING","General Biochemistry and Molecular Biology","","LE BLANC, I","","CURRENTLY FULL","CHEMISTRY"
"1077","11945","112B","001 LEC","TuTh 8-930A","100 LEWIS","Organic Chemistry","5","MAIMONE, T","14","BY CATEGORY","CHEMISTRY"
"1078","11948","112B","101 DIS","Tu 5-6P","100 LEWIS","Organic Chemistry","","ROBAK, M T","","","CHEMISTRY"
"1079","11951","112B","301 LAB","W 1-6P","320 LATIMER","Organic Chemistry","","","","CURRENTLY FULL","CHEMISTRY"
"1080","11954","112B","302 LAB","W 1-6P","321 LATIMER","Organic Chemistry","","","","","CHEMISTRY"
"1081","11957","112B","401 LAB","Th 1-6P","320 LATIMER","Organic Chemistry","","","","","CHEMISTRY"
"1082","11960","112B","403 LAB","Th 1-6P","321 LATIMER","Organic Chemistry","","","","","CHEMISTRY"
"1083","11963","112B","421 LAB","Th 5-10P","322 LATIMER","Organic Chemistry","","","","CURRENTLY FULL","CHEMISTRY"
"1084","11966","112B","501 LAB","F 1-6P","321 LATIMER","Organic Chemistry","","","","","CHEMISTRY"
"1085","11969","112B","600 LAB","","UNSCHED NOFACILITY","Organic Chemistry","","ROBAK, M T","","CURRENTLY FULL","CHEMISTRY"
"1086","","112B","101 VOL","","","Organic Chemistry","","ROBAK, M T","","","CHEMISTRY"
"1087","","112B","102 VOL","","","Organic Chemistry","","ROBAK, M T","","","CHEMISTRY"
"1088","11981","115","001 LEC","M 1-2P","433 LATIMER","Organic Chemistry--Advanced Laboratory Methods","4","TOSTE, D","NONE","","CHEMISTRY"
"1089","11984","115","101 LAB","TuTh 1-6P","302 LATIMER","Organic Chemistry--Advanced Laboratory Methods","","","","","CHEMISTRY"
"1090","11987","115","102 LAB","WF 1-6P","302 LATIMER","Organic Chemistry--Advanced Laboratory Methods","","","","","CHEMISTRY"
"1091","11990","120A","001 LEC","MWF 11-12P","120 LATIMER","Physical Chemistry","3","WHALEY, K B","8","","CHEMISTRY"
"1092","","120A","101 VOL","W 6-8P","","Physical Chemistry","","WHALEY, K B","","","CHEMISTRY"
"1093","","120A","102 VOL","M 6-730P","","Physical Chemistry","","RABANI, E","","","CHEMISTRY"
"1094","11999","125","001 LEC","W 12-1P","9 LEWIS","Physical Chemistry Laboratory","3","LEONE, S R","11","","CHEMISTRY"
"1095","12002","125","101 LAB","M 1-5P","301 LATIMER","Physical Chemistry Laboratory","","","","","CHEMISTRY"
"1096","12005","125","102 LAB","Tu 1-5P","301 LATIMER","Physical Chemistry Laboratory","","","","","CHEMISTRY"
"1097","12008","125","103 LAB","W 1-5P","301 LATIMER","Physical Chemistry Laboratory","","","","","CHEMISTRY"
"1098","12011","C130","001 LEC","MWF 9-10A","390 HEARST MIN","Biophysical Chemistry: Physical Principles and the ...","4","GROVES, J","4","","CHEMISTRY"
"1099","12014","C130","101 DIS","F 1-2P","179 STANLEY","Biophysical Chemistry: Physical Principles and the ...","","","","","CHEMISTRY"
"1100","12023","C130","104 DIS","F 11-12P","102 LATIMER","Biophysical Chemistry: Physical Principles and the ...","","","","","CHEMISTRY"
"1101","12026","C130","105 DIS","F 1-2P","B56 HILDEBRAND","Biophysical Chemistry: Physical Principles and the ...","","","","","CHEMISTRY"
"1102","","C130","101 VOL","Tu 5-7P","70 EVANS","Biophysical Chemistry: Physical Principles and the ...","","","","CURRENTLY NOT OPEN","CHEMISTRY"
"1103","","C130","102 VOL","W 5-7P","458 EVANS","Biophysical Chemistry: Physical Principles and the ...","","","","CURRENTLY NOT OPEN","CHEMISTRY"
"1104","12038","130B","001 LEC","MW 9-10A","180 TAN","Biophysical Chemistry","3","GINSBERG, N S","4","","CHEMISTRY"
"1105","","130B","101 VOL","F 9-10A","","Biophysical Chemistry","","GINSBERG, N S","","","CHEMISTRY"
"1106","12047","146","001 LEC","Tu 11-1230P","425 LATIMER","Radiochemical Methods in Nuclear Technology and","3","MORETTO, L G","13","CURRENTLY FULL","CHEMISTRY"
"1107","12050","146","101 LAB","Tu 1-5P","324 LEWIS","Radiochemical Methods in Nuclear Technology and","","","","CURRENTLY FULL","CHEMISTRY"
"1108","12055","149","002 IND","","","Supplementary Work in Upper Division Chemistry","1-4","TBA","","CURRENTLY NOT OPEN","CHEMISTRY"
"1109","12059","C178","001 LEC","TuTh 11-1230P","180 TAN","Polymer Science and Technology","3","BALSARA, N P","13","","CHEMISTRY"
"1110","12071","C182","001 LEC","Tu 1230-2P","265 MCCONE","Atmospheric Chemistry and Physics Laboratory","3","BOERING, K A","15","CURRENTLY FULL","CHEMISTRY"
"1111","SEE","192","1-65 IND","","TBA","Individual Study for Advanced Undergraduates","1-3","","NONE","","CHEMISTRY"
"1112","12269","H193","001 IND","","NO FACILITY","Senior Honors Thesis","3","ALIVISATOS, A P","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1113","12272","H193","002 IND","","","Senior Honors Thesis","3","ANDERSEN, R A","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1114","12275","H193","003 IND","","","Senior Honors Thesis","3","ARNOLD, J","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1115","12278","H193","004 IND","","","Senior Honors Thesis","3","BARANGER, A M","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1116","12281","H193","005 IND","","","Senior Honors Thesis","3","BERGMAN, R G","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1117","12284","H193","006 IND","","","Senior Honors Thesis","3","BERTOZZI, C R","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1118","12287","H193","007 IND","","","Senior Honors Thesis","3","BOERING, K A","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1119","12290","H193","008 IND","","","Senior Honors Thesis","3","BUSTAMANTE, C J","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1120","12293","H193","009 IND","","","Senior Honors Thesis","3","DOUDNA CATE, J H","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1121","12296","H193","010 IND","","","Senior Honors Thesis","3","CERNY, J","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1122","12299","H193","011 IND","","","Senior Honors Thesis","3","CHANDLER, D","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1123","12302","H193","012 IND","","","Senior Honors Thesis","3","CHANG, C","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1124","12305","H193","013 IND","","","Senior Honors Thesis","3","CHANG, M C","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1125","12308","H193","014 IND","","","Senior Honors Thesis","3","COHEN, R C","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1126","12311","H193","015 IND","","","Senior Honors Thesis","3","CUK, T","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1127","12314","H193","016 IND","","","Senior Honors Thesis","3","DOUDNA, J A","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1128","12317","H193","017 IND","","","Senior Honors Thesis","3","FISCHER, F R","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1129","12320","H193","018 IND","","","Senior Honors Thesis","3","FLEMING, G R","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1130","12323","H193","019 IND","","","Senior Honors Thesis","3","FRANCIS, M B","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1131","12326","H193","020 IND","","","Senior Honors Thesis","3","GEISSLER, P L","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1132","12329","H193","021 IND","","","Senior Honors Thesis","3","GINSBERG, N S","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1133","12332","H193","022 IND","","","Senior Honors Thesis","3","GROVES, J","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1134","12335","H193","023 IND","","","Senior Honors Thesis","3","HAMMOND, M C","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1135","12338","H193","024 IND","","","Senior Honors Thesis","3","HARRIS, C B","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1136","12341","H193","025 IND","","","Senior Honors Thesis","3","HARTWIG, J F","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1137","12344","H193","026 IND","","","Senior Honors Thesis","3","HEAD-GORDON, M","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1138","12347","H193","027 IND","","","Senior Honors Thesis","3","HEAD-GORDON, T","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1139","12350","H193","028 IND","","","Senior Honors Thesis","3","KLINMAN, J P","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1140","12353","H193","029 IND","","","Senior Honors Thesis","3","KRANTZ, B A","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1141","12356","H193","030 IND","","","Senior Honors Thesis","3","LEONE, S R","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1142","12359","H193","031 IND","","","Senior Honors Thesis","3","LESTER, W A","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1143","12362","H193","032 IND","","","Senior Honors Thesis","3","LONG, J R","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1144","12365","H193","033 IND","","","Senior Honors Thesis","3","MAIMONE, T","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1145","12368","H193","034 IND","","","Senior Honors Thesis","3","MAJDA, M M","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1146","12371","H193","035 IND","","","Senior Honors Thesis","3","MARLETTA, M A","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1147","12374","H193","036 IND","","","Senior Honors Thesis","3","MATHIES, R A","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1148","12377","H193","037 IND","","","Senior Honors Thesis","3","MILLER, E W","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1149","12380","H193","038 IND","","","Senior Honors Thesis","3","MILLER, W H","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1150","12383","H193","039 IND","","","Senior Honors Thesis","3","MORETTO, L G","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1151","12386","H193","040 IND","","","Senior Honors Thesis","3","NEUMARK, D M","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1152","12389","H193","041 IND","","","Senior Honors Thesis","3","NEUSCAMMAN, E W","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1153","12392","H193","042 IND","","","Senior Honors Thesis","3","PINES, A","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1154","12395","H193","043 IND","","","Senior Honors Thesis","3","RABANI, E","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1155","12398","H193","044 IND","","","Senior Honors Thesis","3","RAYMOND, K N","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1156","12401","H193","045 IND","","","Senior Honors Thesis","3","SARPONG, R","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1157","12404","H193","046 IND","","","Senior Honors Thesis","3","SAYKALLY, R J","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1158","12407","H193","047 IND","","","Senior Honors Thesis","3","SHOKAT, K M","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1159","12410","H193","048 IND","","","Senior Honors Thesis","3","SMIT, B","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1160","12413","H193","049 IND","","","Senior Honors Thesis","3","SOMORJAI, G A","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1161","12416","H193","050 IND","","","Senior Honors Thesis","3","STACY, A M","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1162","12419","H193","051 IND","","","Senior Honors Thesis","3","TILLEY, T D","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1163","12422","H193","052 IND","","","Senior Honors Thesis","3","TINOCO, I","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1164","12425","H193","053 IND","","","Senior Honors Thesis","3","TOSTE, D","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1165","12428","H193","054 IND","","","Senior Honors Thesis","3","VOLLHARDT, K P","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1166","12431","H193","055 IND","","","Senior Honors Thesis","3","WEMMER, D E","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1167","12434","H193","056 IND","","","Senior Honors Thesis","3","WHALEY, K B","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1168","12437","H193","057 IND","","","Senior Honors Thesis","3","WILLIAMS, E","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1169","12440","H193","058 IND","","","Senior Honors Thesis","3","XU, K","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1170","12443","H193","059 IND","","","Senior Honors Thesis","3","XU, T","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1171","12446","H193","060 IND","","","Senior Honors Thesis","3","YAGHI, O","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1172","12449","H193","061 IND","","","Senior Honors Thesis","3","YANG, P","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1173","12452","H193","062 IND","","","Senior Honors Thesis","3","KURIYAN, J","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1174","SEE","H194","1-68 IND","","TBA","Research for Advanced Undergraduates","2-4","","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1175","SEE","H194","070 IND","","","Research for Advanced Undergraduates","2-4","SAVAGE, D F","NONE","","CHEMISTRY"
"1176","12661","195","002 LEC","TuTh 2-330P","100E HILDEBRAND","Special Topics","3","GEISSLER, P L","2","","CHEMISTRY"
"1177","SEE","196","1-68 IND","","TBA","Special Laboratory Study","2-4","","NONE","","CHEMISTRY"
"1178","SEE","196","069 IND","","","Special Laboratory Study","2-4","KATZ, A","NONE","CLASS ENTRY CODE REQ","CHEMISTRY"
"1179","12869","196","070 IND","","","Special Laboratory Study","2-4","","NONE","CURRENTLY NOT OPEN","CHEMISTRY"
"1180","12872","196","071 IND","","","Special Laboratory Study","2-4","KEASLING, J D","NONE","","CHEMISTRY"
"1181","12874","196","074 IND","","","Special Laboratory Study","2-4","CUK, T","NONE","CURRENTLY NOT OPEN","CHEMISTRY"
"1182","12880","197","003 FLD","","","Field Study in Chemistry","1-4: PF","MAJDA, M M","NONE","JR, SR","CHEMISTRY"
"1183","12892","198","005 GRP","W 6-8P","100D HILDEBRAND","Directed Group Study","1-4: PF","DOUSKEY, M","NONE","SO, JR, SR","CHEMISTRY"
"1184","SEE","199","1-63 IND","","TBA","Supervised Independent Study and Research","1-4","","NONE","JR, SR","CHEMISTRY"
"1185","13853","R1A","001 LEC","MWF 9-10A","50 BARROWS","Reading and Composition","4","THE STAFF","","NONE","CHICANO STUDIES"
"1186","13856","R1A","101 DIS","","UNSCHED NOFACILITY","Reading and Composition","","THE STAFF","","","CHICANO STUDIES"
"1187","13859","R1B","001 LEC","MW 9-1030A","591 BARROWS","Reading and Composition","4","THE STAFF","","NONE","CHICANO STUDIES"
"1188","13862","R1B","101 DIS","","UNSCHED NOFACILITY","Reading and Composition","","THE STAFF","","","CHICANO STUDIES"
"1189","13871","20","001 LEC","TuTh 930-11A","140 BARROWS","Introduction to Chicano Culture","4","GONZALEZ, P","10","","CHICANO STUDIES"
"1190","13874","24","001 SEM","M 1-2P","201 WHEELER","Freshman Seminar","1: PF","MUNOZ, C","","TBA","CHICANO STUDIES"
"1191","SEE","97","001 FLD","","","Field Study in Chicano Studies","1-3: PF","SARAGOZA, A M","","NONE","CHICANO STUDIES"
"1192","SEE","97","002 FLD","","","Field Study in Chicano Studies","1-3: PF","SARAGOZA, A M","","NONE","CHICANO STUDIES"
"1193","SEE","97","3-13 FLD","","TBA","Field Study in Chicano Studies","1-3","","","NONE","CHICANO STUDIES"
"1194","SEE","98","001 GRP","Tu 330-5P","160 CHAVEZ","Supervised Group Study","1-3: PF","SARAGOZA, A M","","NONE","CHICANO STUDIES"
"1195","SEE","98","002 GRP","W 6-8P","OFF CAMPUS","Supervised Group Study","1-3: PF","SARAGOZA, A M","","NONE","CHICANO STUDIES"
"1196","SEE","98","003 GRP","","","Supervised Group Study","1-3: PF","SARAGOZA, A M","","NONE","CHICANO STUDIES"
"1197","SEE","98","004 GRP","","","Supervised Group Study","1-3: PF","SARAGOZA, A M","","NONE","CHICANO STUDIES"
"1198","SEE","98","5-8 GRP","","TBA","Supervised Group Study","1-3","","","NONE","CHICANO STUDIES"
"1199","SEE","98","009 GRP","","","Supervised Group Study","1-3: PF","THE STAFF","","NONE","CHICANO STUDIES"
"1200","SEE","98","010 GRP","","","Supervised Group Study","1-3: PF","THE STAFF","","NONE","CHICANO STUDIES"
"1201","SEE","98","013 GRP","","NO FACILITY","Supervised Group Study","1-3: PF","THE STAFF","","NONE","CHICANO STUDIES"
"1202","SEE","98","14-18 GRP","","TBA","Supervised Group Study","1-3","","","NONE","CHICANO STUDIES"
"1203","SEE","99","1-9 IND","","TBA","Supervised Independent Study and Research","1-4","","","NONE","CHICANO STUDIES"
"1204","13994","135B","001 LEC","Tu 5-8P","160 KROEBER","Latino Narrative Film Since 1990","4","TELLES, R","18","","CHICANO STUDIES"
"1205","13997","141","001 LEC","MW 4-530P","104 BARROWS","Chicana Feminist Writers and Discourse","4","PEREZ, L E","17","","CHICANO STUDIES"
"1206","14003","150B","001 LEC","TuTh 330-5P","B1 HEARST ANNEX","History of the Southwest: Mexican-United States","4","GONZALEZ, P","20","","CHICANO STUDIES"
"1207","14000","152","001 LEC","TuTh 11-1230P","B1 HEARST ANNEX","The History of Latina/o Studies","4","CORONADO, R","","NONE","CHICANO STUDIES"
"1208","14009","161","001 LEC","W 4-7P","587 BARROWS","Central American Peoples and Cultures","4","MANZ, B","17","","CHICANO STUDIES"
"1209","14012","165","001 LEC","W 2-5P","136 BARROWS","Cuba, the United States and Cuban Americans","4","SARAGOZA, A M","6","","CHICANO STUDIES"
"1210","14021","176","001 LEC","MWF 10-11A","136 BARROWS","Chicanos and Health Care","3","GRIEGO, B","7","","CHICANO STUDIES"
"1211","14024","180","001 LEC","TuTh 2-330P","170 BARROWS","Topics in Chicano Studies","4","SARAGOZA, A M","","NONE","CHICANO STUDIES"
"1212","14027","180","002 LEC","Tu 4-6P","332 GIANNINI","Topics in Chicano Studies","2","SARAGOZA, A M","","NONE","CHICANO STUDIES"
"1213","14033","180AC","001 LEC","Th 4-7P","587 BARROWS","Topics in Chicano Studies","3","RODRIGUEZ, C H","NONE","SO, JR, SR & BY CATEGORY","CHICANO STUDIES"
"1214","SEE","195","1-3 IND","","TBA","Senior Thesis","4","","NONE","SR ; CLASS ENTRY CODE REQ","CHICANO STUDIES"
"1215","SEE","H195B","001 IND","","UNSCHED NOFACILITY","Senior Honors Thesis for Chicano Studies Majors","3: 2T","UM, K","NONE","SR & CHICANO STUDIES ; CURRENTLY FULL","CHICANO STUDIES"
"1216","SEE","197","001 FLD","","","Field Work in Chicano Studies","1-3: PF","SARAGOZA, A M","NONE","JR, SR","CHICANO STUDIES"
"1217","SEE","197","002 FLD","","","Field Work in Chicano Studies","1-3: PF","SARAGOZA, A M","NONE","JR, SR & BY CATEGORY","CHICANO STUDIES"
"1218","SEE","197","3-8 FLD","","TBA","Field Work in Chicano Studies","1-3","","NONE","JR, SR & BY CATEGORY","CHICANO STUDIES"
"1219","SEE","197","009 FLD","","","Field Work in Chicano Studies","1-3: PF","THE STAFF","NONE","JR, SR","CHICANO STUDIES"
"1220","14084","197","010 FLD","","","Field Work in Chicano Studies","1-3: PF","RODRIGUEZ, C H","NONE","JR, SR","CHICANO STUDIES"
"1221","SEE","197","11-18 FLD","","TBA","Field Work in Chicano Studies","1-3","","NONE","JR, SR ; CLASS ENTRY CODE REQ","CHICANO STUDIES"
"1222","SEE","198","001 GRP","","","Directed Group Study","1-3: PF","THE STAFF","NONE","JR, SR","CHICANO STUDIES"
"1223","SEE","198","002 GRP","W 6-8P","OFF CAMPUS","Directed Group Study","1-3: PF","SARAGOZA, A M","NONE","JR, SR","CHICANO STUDIES"
"1224","SEE","198","003 GRP","","UNSCHED NOFACILITY","Directed Group Study","1-3: PF","THE STAFF","NONE","JR, SR","CHICANO STUDIES"
"1225","SEE","198","004 GRP","","","Directed Group Study","1-3: PF","SARAGOZA, A M","NONE","JR, SR","CHICANO STUDIES"
"1226","SEE","198","5-8 GRP","","TBA","Directed Group Study","1-3","","NONE","JR, SR ; CLASS ENTRY CODE REQ","CHICANO STUDIES"
"1227","14135","198","009 GRP","","","Directed Group Study","1-3: PF","GROSFOGUEL, R","NONE","JR, SR & BY CATEGORY","CHICANO STUDIES"
"1228","14138","198","010 GRP","","NO FACILITY","Directed Group Study","1-3: PF","THE STAFF","NONE","JR, SR","CHICANO STUDIES"
"1229","SEE","198","11-12 GRP","","TBA","Directed Group Study","1-3","","NONE","JR, SR ; CLASS ENTRY CODE REQ","CHICANO STUDIES"
"1230","SEE","198","013 GRP","","NO FACILITY","Directed Group Study","1-3: PF","THE STAFF","NONE","JR, SR ; CLASS ENTRY CODE REQ","CHICANO STUDIES"
"1231","SEE","198","14-18 GRP","","TBA","Directed Group Study","1-3","","NONE","JR, SR ; CLASS ENTRY CODE REQ","CHICANO STUDIES"
"1232","SEE","199","1-9 IND","","TBA","Supervised Independent Study and Research","1-4","","NONE","JR, SR ; CLASS ENTRY CODE REQ","CHICANO STUDIES"
